,Age,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2413,35,44,4,2.4000000000000004,1,0,0,0,0,1,0
2414,60,32,3,4.800000000000001,2,165,0,0,0,1,0
2415,58,25,2,3.5999999999999996,1,123,0,0,0,1,0
2416,24,80,2,19.200000000000003,3,0,0,0,0,1,0
2417,40,83,1,9.600000000000001,2,230,0,1,0,1,0
2418,49,133,1,87.6,1,0,0,0,0,1,1
2419,43,89,1,1.2000000000000002,2,307,0,0,0,0,1
2420,33,81,2,54.0,3,187,0,0,1,1,1
2421,36,44,2,13.200000000000001,2,85,0,0,0,1,0
2422,62,119,2,24.0,1,0,0,0,0,0,0
2423,57,39,4,10.8,1,147,0,0,0,0,0
2424,64,40,2,12.0,3,0,0,0,0,0,0
2425,52,79,3,9.600000000000001,1,183,0,0,0,0,0
2426,54,30,4,8.399999999999999,2,0,0,0,0,1,0
2427,40,179,1,31.200000000000003,3,0,1,0,0,1,0
2428,30,178,2,80.4,1,0,0,0,0,0,0
2429,55,82,4,45.599999999999994,2,0,0,0,0,1,0
2430,39,50,2,28.799999999999997,2,0,0,0,0,0,0
2431,55,64,2,22.799999999999997,2,0,0,0,0,0,0
2432,28,129,1,18.0,1,0,0,0,0,0,1
2433,44,68,4,34.8,1,0,0,1,0,0,0
2434,46,30,1,16.799999999999997,3,112,0,1,0,0,0
2435,61,48,3,18.0,1,0,0,0,0,0,1
2436,61,130,1,15.600000000000001,1,257,0,0,0,0,0
2437,45,40,1,6.0,3,0,0,1,0,1,0
2438,38,105,2,22.799999999999997,1,0,0,0,0,1,0
2439,29,41,4,2.4000000000000004,1,0,0,0,0,1,0
2440,52,168,3,78.0,3,118,1,0,0,1,0
2441,38,80,2,32.400000000000006,1,0,0,0,0,1,0
2442,28,134,2,37.2,1,0,0,0,0,1,0
2443,34,49,1,30.0,3,0,0,0,0,0,0
2444,35,63,2,21.6,1,0,0,0,0,1,0
2445,46,70,4,22.799999999999997,1,212,0,0,0,0,1
2446,63,32,3,8.399999999999999,2,141,0,0,0,0,0
2447,33,14,3,10.8,3,114,0,0,0,0,0
2448,38,111,2,73.19999999999999,1,326,0,0,0,0,0
2449,53,38,4,33.599999999999994,2,144,0,1,0,1,0
2450,28,121,2,24.0,1,341,0,0,0,1,0
2451,44,90,4,31.200000000000003,3,0,0,0,0,1,0
2452,58,178,2,72.0,2,0,1,0,0,1,0
2453,38,20,4,4.800000000000001,2,79,0,0,0,1,1
2454,48,61,2,20.4,1,229,0,0,0,0,1
2455,33,43,4,9.600000000000001,1,0,0,0,0,0,0
2456,66,39,1,22.799999999999997,2,0,0,0,0,1,1
2457,59,60,4,25.200000000000003,1,234,0,0,0,1,1
2458,40,63,3,36.0,1,0,0,1,0,1,0
2459,36,8,4,2.4000000000000004,3,81,0,0,0,0,1
2460,62,52,4,15.600000000000001,2,0,0,0,0,1,1
2461,51,92,4,36.0,1,0,1,0,1,1,1
2462,58,111,2,16.799999999999997,1,298,0,0,0,1,0
2463,52,71,1,16.799999999999997,3,0,0,0,0,0,0
2464,41,25,2,1.2000000000000002,2,91,0,1,0,0,0
2465,31,34,1,22.799999999999997,3,156,0,0,0,1,0
2466,28,74,3,31.200000000000003,3,0,0,0,0,0,0
2467,57,120,2,24.0,1,0,0,0,0,0,1
2468,61,50,4,15.600000000000001,2,0,0,0,0,0,1
2469,60,10,2,12.0,1,0,0,0,0,1,1
2470,56,45,4,30.0,2,113,0,0,0,1,0
2471,49,29,4,21.6,1,0,0,0,0,1,1
2472,63,145,2,82.80000000000001,1,0,0,0,0,1,0
2473,49,100,2,75.6,1,0,0,0,0,0,0
2474,49,24,3,4.800000000000001,1,0,0,0,0,1,0
2475,32,60,1,14.399999999999999,1,0,0,0,0,1,1
2476,26,50,4,7.199999999999999,2,0,0,0,0,0,0
2477,27,43,3,13.200000000000001,2,0,0,0,0,0,0
2478,57,79,3,52.800000000000004,1,0,0,0,0,0,1
2479,29,44,3,1.2000000000000002,2,0,0,0,0,1,1
2480,56,31,4,18.0,3,0,0,0,0,1,0
2481,59,14,2,12.0,1,107,0,0,0,1,0
2482,53,19,4,9.600000000000001,1,106,0,0,0,0,1
2483,54,111,1,13.200000000000001,2,0,1,0,0,1,0
2484,56,90,1,22.799999999999997,2,0,0,0,0,1,0
2485,50,21,2,8.399999999999999,3,129,0,0,0,0,0
2486,51,104,1,50.400000000000006,2,0,1,0,0,1,0
2487,53,75,1,22.799999999999997,2,0,0,0,0,1,0
2488,37,175,2,93.6,1,297,0,0,0,1,1
2489,32,98,1,50.400000000000006,1,171,1,1,1,0,0
2490,49,41,4,1.2000000000000002,1,153,0,0,0,1,0
2491,54,79,4,19.200000000000003,2,0,0,0,0,1,0
2492,64,24,4,7.199999999999999,2,0,0,0,0,0,0
2493,58,90,1,43.2,2,0,1,0,0,0,0
2494,25,39,3,28.799999999999997,2,0,0,0,0,1,0
2495,50,9,2,0.0,1,0,0,1,0,0,0
2496,38,15,2,1.2000000000000002,2,90,0,0,0,1,0
2497,48,80,1,32.400000000000006,1,0,0,0,0,1,0
2498,41,63,1,8.399999999999999,3,79,0,0,0,0,1
2499,32,20,1,6.0,3,102,0,0,0,1,0
2500,46,43,2,25.200000000000003,3,0,0,1,1,1,1
2501,39,65,1,18.0,3,0,0,0,0,0,0
2502,39,91,2,20.4,2,151,0,0,0,0,0
2503,63,53,1,9.600000000000001,1,0,0,0,0,0,0
2504,58,110,3,20.4,2,0,0,0,0,0,0
2505,28,82,3,18.0,1,103,0,0,0,1,0
2506,36,23,4,2.4000000000000004,3,0,0,0,0,1,0
2507,43,172,2,80.03999999999999,1,0,0,0,0,1,0
2508,36,88,2,32.400000000000006,1,0,0,0,0,1,0
2509,44,71,2,9.600000000000001,3,0,0,0,0,1,0
2510,31,180,1,34.8,3,144,1,1,0,0,0
2511,45,39,2,25.200000000000003,3,184,0,0,0,0,1
2512,39,94,1,18.0,3,0,0,0,0,0,1
2513,43,25,3,12.0,2,0,0,0,0,1,0
2514,40,10,2,0.0,3,102,0,0,0,1,0
2515,30,42,1,12.0,1,184,0,0,0,0,0
2516,58,142,2,46.8,1,0,0,0,0,0,1
2517,46,34,2,15.600000000000001,1,0,0,0,0,1,0
2518,35,139,1,55.199999999999996,1,0,0,0,0,0,0
2519,30,154,2,54.0,1,207,0,0,0,1,0
2520,34,40,2,24.0,3,89,0,0,0,0,0
2521,62,33,1,18.0,3,140,0,0,0,1,1
2522,58,80,2,19.200000000000003,1,0,0,0,0,1,1
2523,45,10,3,8.040000000000001,2,100,0,0,0,1,0
2524,42,41,3,6.0,3,0,0,0,0,1,0
2525,60,30,4,15.600000000000001,1,118,0,0,0,1,1
2526,55,78,1,9.600000000000001,3,190,0,0,0,1,0
2527,45,164,1,60.0,1,0,0,0,0,0,1
2528,52,23,1,4.800000000000001,3,0,0,0,0,0,0
2529,31,149,1,72.0,1,0,0,0,0,0,0
2530,60,25,4,8.399999999999999,3,0,0,0,0,1,0
2531,33,42,1,25.200000000000003,3,0,0,0,0,1,0
2532,37,71,1,30.0,1,185,0,0,0,1,1
2533,59,114,3,50.400000000000006,2,0,1,0,0,1,0
2534,51,70,1,33.599999999999994,2,0,0,0,0,1,1
2535,47,149,4,73.19999999999999,1,0,1,0,0,0,1
2536,60,55,4,30.0,2,0,0,0,0,1,0
2537,61,29,1,15.600000000000001,1,0,0,0,0,0,0
2538,64,123,1,45.599999999999994,1,0,0,0,0,1,1
2539,31,8,4,8.399999999999999,2,0,0,0,0,0,0
2540,57,69,4,8.399999999999999,1,245,0,0,0,0,0
2541,48,161,4,94.80000000000001,3,310,1,0,0,0,0
2542,48,79,1,2.4000000000000004,2,0,0,0,0,0,0
2543,35,105,1,55.199999999999996,1,0,0,0,0,0,0
2544,33,39,3,27.599999999999998,1,0,0,0,0,0,0
2545,47,163,1,60.0,1,0,0,0,0,0,0
2546,46,9,1,2.4000000000000004,1,0,0,0,0,1,0
2547,44,71,4,24.0,3,0,0,0,0,0,1
2548,42,51,3,25.200000000000003,3,0,0,0,0,0,0
2549,50,32,1,16.799999999999997,3,167,0,0,0,0,0
2550,52,161,4,51.599999999999994,1,0,1,0,1,1,1
2551,53,60,1,2.4000000000000004,1,0,0,0,0,1,0
2552,37,35,4,12.0,2,0,0,0,0,0,0
2553,64,41,4,14.399999999999999,2,0,0,0,0,1,0
2554,46,73,2,20.4,1,216,0,0,0,1,0
2555,57,49,4,18.0,1,214,0,1,1,1,1
2556,61,79,2,24.0,1,194,0,0,0,1,1
2557,42,120,2,90.0,1,0,0,1,0,0,0
2558,40,60,2,38.400000000000006,1,0,0,0,0,0,0
2559,33,78,3,7.199999999999999,2,0,0,0,0,1,0
2560,50,40,4,13.200000000000001,2,131,0,0,0,0,0
2561,52,110,2,64.80000000000001,3,204,1,1,1,1,0
2562,35,160,4,68.4,3,0,1,1,0,0,0
2563,57,68,4,8.399999999999999,1,191,0,0,0,1,1
2564,56,49,2,19.200000000000003,3,103,0,0,0,1,0
2565,44,65,2,30.0,1,0,0,0,0,1,0
2566,23,55,3,28.799999999999997,2,145,0,0,0,1,0
2567,33,62,3,27.599999999999998,1,98,0,0,0,0,1
2568,48,152,1,0.0,1,0,0,0,0,0,0
2569,45,42,3,30.0,2,0,0,0,0,0,0
2570,54,39,4,8.399999999999999,2,0,0,0,0,1,0
2571,42,111,3,36.0,1,0,1,1,1,0,1
2572,47,82,3,25.200000000000003,1,0,0,0,0,0,0
2573,61,108,4,40.8,2,0,0,0,0,1,0
2574,53,59,2,9.600000000000001,3,0,0,0,0,1,0
2575,56,61,3,30.0,1,193,0,0,0,1,0
2576,33,78,4,24.0,2,0,0,1,0,1,0
2577,44,18,2,1.2000000000000002,3,0,0,0,0,1,0
2578,63,113,4,20.4,3,0,0,0,0,1,1
2579,47,62,1,32.04,2,0,0,0,0,1,0
2580,50,81,1,58.800000000000004,1,248,0,0,0,1,0
2581,49,13,3,4.800000000000001,1,106,0,0,0,1,0
2582,34,75,1,33.599999999999994,1,194,0,0,0,0,0
2583,40,33,2,9.600000000000001,3,89,0,0,0,1,0
2584,38,179,1,49.199999999999996,1,0,0,0,0,1,0
2585,51,69,3,24.0,2,0,0,0,0,1,0
2586,28,45,1,12.0,3,0,0,0,0,1,0
2587,52,59,3,36.0,2,0,0,0,0,1,0
2588,39,81,2,33.599999999999994,1,0,0,0,0,1,0
2589,29,133,1,64.80000000000001,1,212,0,0,0,1,0
2590,54,81,2,0.0,3,0,0,0,0,1,0
2591,63,14,4,4.800000000000001,2,86,0,0,0,1,1
2592,40,28,2,9.600000000000001,3,0,0,0,0,0,0
2593,36,93,2,26.400000000000002,1,0,0,0,0,1,0
2594,45,191,3,31.200000000000003,3,123,1,0,0,0,0
2595,61,155,1,34.8,1,0,0,0,0,1,0
2596,26,155,2,86.4,1,0,0,0,0,0,0
2597,33,68,4,15.600000000000001,1,0,0,0,0,1,0
2598,64,52,2,13.200000000000001,1,226,0,0,0,0,0
2599,43,51,1,8.399999999999999,3,0,0,0,0,0,0
2600,24,44,4,19.200000000000003,1,180,0,0,0,1,0
2601,60,49,4,26.400000000000002,1,204,0,1,0,1,0
2602,50,42,2,12.0,3,78,0,1,0,1,0
2603,40,144,1,49.199999999999996,1,0,0,0,0,0,0
2604,31,72,1,31.200000000000003,2,0,0,0,0,1,0
2605,30,44,1,18.0,1,109,0,0,0,0,0
2606,60,43,3,10.8,3,175,0,0,0,0,0
2607,39,74,1,1.2000000000000002,2,144,0,1,0,1,0
2608,66,145,1,30.0,1,0,0,0,0,1,0
2609,65,158,2,25.200000000000003,1,0,0,0,0,0,0
2610,54,78,4,58.800000000000004,1,0,0,0,0,0,0
2611,54,154,1,28.799999999999997,2,352,1,0,0,1,0
2612,35,105,2,54.0,3,0,0,0,0,0,0
2613,32,100,3,7.199999999999999,2,0,0,0,0,1,0
2614,63,58,1,0.0,2,0,0,0,0,1,0
2615,43,10,2,1.2000000000000002,2,0,0,1,0,0,1
2616,59,142,2,32.400000000000006,1,0,0,0,0,0,0
2617,62,128,1,30.0,1,0,0,0,0,0,0
2618,30,131,3,6.0,3,0,1,0,0,0,0
2619,54,88,4,12.0,2,122,0,0,0,1,0
2620,30,101,2,7.199999999999999,1,0,0,0,0,1,0
2621,31,70,2,21.0,3,0,0,0,1,1,1
2622,44,122,1,3.5999999999999996,1,0,0,1,0,1,0
2623,32,70,3,18.0,1,0,0,0,0,1,0
2624,63,148,2,51.599999999999994,3,0,1,0,0,1,0
2625,57,43,2,25.200000000000003,3,166,0,0,0,1,0
2626,60,31,1,18.0,3,0,0,0,0,1,0
2627,37,35,2,9.600000000000001,3,0,0,0,0,0,0
2628,53,81,4,31.200000000000003,3,0,0,0,0,1,0
2629,51,19,1,16.799999999999997,3,98,0,0,0,0,0
2630,30,98,4,21.6,3,129,0,1,1,1,1
2631,28,101,4,25.200000000000003,3,0,0,0,0,1,0
2632,50,81,2,4.800000000000001,3,0,0,0,0,0,0
2633,56,34,2,8.399999999999999,2,0,0,0,0,1,0
2634,40,104,1,40.8,1,249,0,0,0,0,0
2635,64,29,3,8.399999999999999,2,0,0,0,0,1,0
2636,61,119,2,64.80000000000001,2,0,1,0,0,1,0
2637,46,82,2,20.4,2,0,0,0,0,1,1
2638,55,62,1,2.4000000000000004,1,0,0,0,0,1,0
2639,45,85,3,25.200000000000003,1,0,0,0,0,1,1
2640,40,8,2,1.2000000000000002,2,0,0,0,0,0,0
2641,63,78,4,20.4,3,0,0,0,0,1,0
2642,57,44,3,6.0,2,0,0,0,0,1,0
2643,38,122,2,96.0,1,0,0,0,0,1,1
2644,37,22,3,1.2000000000000002,2,114,0,0,0,0,0
2645,31,39,4,26.400000000000002,2,0,0,0,0,1,1
2646,50,55,1,19.200000000000003,2,0,0,0,0,1,0
2647,42,144,2,73.19999999999999,1,158,0,0,0,0,0
2648,51,71,1,31.200000000000003,2,0,0,0,0,0,1
2649,38,191,2,36.0,1,0,0,0,0,1,0
2650,53,22,1,6.0,2,100,0,0,0,1,0
2651,43,158,1,28.799999999999997,1,0,0,0,0,1,0
2652,35,131,3,3.5999999999999996,3,0,1,0,1,1,1
2653,49,75,1,33.599999999999994,2,160,0,0,0,0,1
2654,28,69,3,8.399999999999999,2,170,0,0,0,0,0
2655,51,39,2,9.600000000000001,1,0,0,0,0,0,0
2656,39,34,4,20.4,1,0,0,0,0,1,1
2657,31,32,1,20.4,1,0,0,0,0,1,0
2658,44,129,1,68.4,1,0,0,0,0,1,0
2659,42,54,1,21.6,1,0,0,0,0,1,0
2660,41,34,1,24.0,2,0,0,0,0,0,0
2661,23,45,4,7.199999999999999,2,0,0,0,0,1,1
2662,59,68,2,27.599999999999998,3,0,0,1,0,0,0
2663,47,53,1,18.0,2,0,0,0,0,1,0
2664,48,32,1,1.2000000000000002,1,0,0,0,0,0,1
2665,58,173,2,86.4,3,0,1,0,0,1,0
2666,58,31,4,4.800000000000001,1,0,0,0,0,0,0
2667,54,72,2,44.400000000000006,1,144,0,0,0,1,0
2668,49,30,4,4.800000000000001,2,157,0,0,1,1,1
2669,63,138,1,30.0,1,0,0,0,0,1,0
2670,62,18,1,18.0,2,127,0,0,0,0,0
2671,45,69,1,33.599999999999994,1,220,0,0,0,1,1
2672,39,58,3,25.200000000000003,1,247,0,0,0,1,0
2673,58,63,4,18.0,1,0,0,0,0,1,0
2674,56,43,2,3.5999999999999996,1,0,0,1,0,0,0
2675,29,28,1,2.4000000000000004,3,0,0,0,0,1,0
2676,33,38,1,25.200000000000003,3,133,0,0,0,0,0
2677,55,72,3,3.5999999999999996,2,147,0,0,0,0,0
2678,56,64,4,10.8,1,0,0,0,0,1,0
2679,36,70,3,31.200000000000003,2,165,0,0,0,1,0
2680,53,12,1,3.5999999999999996,1,0,0,0,0,0,0
2681,57,159,2,6.0,1,0,0,0,0,0,0
2682,35,103,2,54.0,3,0,0,0,0,1,0
2683,43,42,1,3.5999999999999996,3,0,0,0,0,1,0
2684,54,48,2,25.200000000000003,3,142,0,0,0,1,0
2685,29,49,1,18.0,1,0,0,0,0,0,0
2686,39,89,2,4.800000000000001,1,0,0,0,0,1,0
2687,32,22,4,8.399999999999999,2,0,0,0,0,1,1
2688,51,10,2,2.4000000000000004,1,86,0,0,0,0,0
2689,50,38,1,15.600000000000001,2,120,0,0,0,0,1
2690,54,49,2,25.200000000000003,3,95,0,0,0,1,1
2691,38,30,2,16.799999999999997,3,0,0,0,0,0,1
2692,32,82,1,31.200000000000003,2,240,0,0,1,1,1
2693,62,82,1,9.600000000000001,3,312,0,0,0,1,0
2694,57,24,1,1.2000000000000002,2,0,0,0,0,0,0
2695,47,32,4,7.199999999999999,1,156,0,0,0,1,1
2696,51,34,3,10.8,3,111,0,0,0,1,0
2697,26,61,4,26.400000000000002,1,119,0,0,0,0,0
2698,37,22,3,1.2000000000000002,2,0,0,0,0,1,1
2699,27,40,4,12.0,3,0,0,0,0,1,0
2700,63,50,2,33.599999999999994,1,205,0,0,0,0,0
2701,62,35,2,8.399999999999999,3,0,0,1,0,0,1
2702,59,64,3,3.5999999999999996,2,0,0,0,0,0,0
2703,32,49,3,27.599999999999998,1,0,0,0,0,1,0
2704,35,44,4,12.0,2,192,0,0,0,0,1
2705,56,65,2,44.400000000000006,1,0,0,0,0,1,0
2706,55,13,4,8.399999999999999,1,0,0,0,0,1,0
2707,31,84,1,34.8,3,105,0,0,0,0,1
2708,54,28,4,2.4000000000000004,2,101,0,0,0,1,0
2709,58,108,3,52.800000000000004,1,0,0,0,0,1,0
2710,48,59,1,0.0,1,144,0,0,0,1,0
2711,36,69,4,48.0,3,0,0,0,0,1,0
2712,41,115,1,84.0,1,0,0,0,0,0,0
2713,55,130,4,78.0,1,0,1,0,0,0,1
2714,63,185,2,94.80000000000001,2,358,1,0,0,1,0
2715,53,118,2,3.5999999999999996,1,0,0,0,0,1,0
2716,38,163,1,49.199999999999996,1,0,0,0,0,0,0
2717,59,91,2,8.399999999999999,2,0,0,0,0,1,1
2718,56,61,4,15.600000000000001,3,0,0,0,0,1,1
2719,59,168,4,49.199999999999996,2,0,1,0,0,1,0
2720,39,69,3,10.8,2,0,0,0,0,0,0
2721,47,22,1,2.4000000000000004,1,104,0,0,0,0,0
2722,47,53,1,3.5999999999999996,1,213,0,0,0,0,0
2723,53,25,2,12.0,2,0,0,0,1,1,1
2724,36,115,4,26.400000000000002,2,0,1,0,0,0,0
2725,34,31,4,13.200000000000001,3,85,0,1,1,1,1
2726,36,83,1,33.599999999999994,3,0,0,0,0,0,1
2727,60,152,2,82.80000000000001,1,0,0,0,0,0,0
2728,45,30,1,1.2000000000000002,1,0,0,0,0,1,0
2729,27,34,1,2.4000000000000004,3,0,0,0,0,1,1
2730,47,44,1,16.799999999999997,3,0,0,0,0,1,1
2731,44,182,2,91.19999999999999,1,0,0,0,0,0,0
2732,54,44,3,18.0,1,117,0,0,0,1,0
2733,57,122,2,72.0,1,153,0,1,1,1,1
2734,52,35,4,21.6,1,0,0,0,0,1,0
2735,51,91,1,9.600000000000001,3,0,0,0,0,0,0
2736,57,30,2,24.0,2,0,0,0,0,0,0
2737,65,53,1,30.0,3,0,0,0,0,1,0
2738,58,28,1,3.5999999999999996,3,0,0,0,0,1,0
2739,64,85,4,40.8,2,200,0,0,0,1,0
2740,52,28,2,8.399999999999999,2,90,0,0,0,1,1
2741,58,41,4,4.800000000000001,1,177,0,0,0,1,0
2742,52,154,1,60.0,3,0,1,1,1,1,0
2743,43,41,1,3.5999999999999996,3,0,0,0,0,1,0
2744,56,33,3,18.0,1,0,0,0,0,0,0
2745,37,182,3,69.6,3,0,1,0,0,1,0
2746,53,59,2,9.600000000000001,3,0,0,0,0,1,0
2747,27,129,2,39.599999999999994,1,0,0,1,0,0,0
2748,53,35,3,10.8,3,136,0,0,0,1,0
2749,42,185,3,26.400000000000002,2,0,1,1,1,1,1
2750,58,45,4,15.600000000000001,2,201,0,0,0,0,0
2751,36,62,4,1.2000000000000002,2,145,0,0,0,0,0
2752,48,14,2,1.2000000000000002,3,0,0,0,0,1,0
2753,54,53,1,26.400000000000002,3,0,0,0,0,1,1
2754,26,48,3,31.200000000000003,3,169,0,0,0,0,0
2755,50,128,2,4.800000000000001,1,0,0,0,0,1,0
2756,31,105,1,48.0,1,331,0,0,0,1,0
2757,35,40,3,10.8,1,0,0,0,0,1,1
2758,63,10,2,4.800000000000001,1,0,0,0,0,1,0
2759,29,102,2,39.599999999999994,1,303,0,0,0,0,0
2760,57,31,3,1.2000000000000002,2,0,0,0,0,1,0
2761,30,30,4,9.600000000000001,1,158,0,0,0,1,0
2762,33,21,1,7.199999999999999,3,0,0,1,0,0,0
2763,62,44,2,3.5999999999999996,1,0,0,0,0,0,0
2764,35,48,1,30.0,3,164,0,0,0,1,0
2765,37,21,3,2.4000000000000004,2,0,0,0,0,1,0
2766,37,84,4,26.400000000000002,2,0,0,0,0,1,1
2767,35,64,3,8.399999999999999,2,230,0,0,0,1,0
2768,35,82,1,30.0,1,138,0,0,0,0,0
2769,59,39,4,15.600000000000001,1,0,0,0,0,1,0
2770,53,45,2,9.600000000000001,3,0,0,0,0,1,1
2771,45,133,4,68.4,3,0,1,0,1,1,1
2772,46,152,2,16.799999999999997,1,0,0,0,0,1,0
2773,40,12,1,12.0,1,91,0,1,0,0,0
2774,42,32,3,18.0,1,149,0,0,0,1,0
2775,25,74,4,31.200000000000003,1,204,0,0,0,0,0
2776,39,54,2,13.200000000000001,2,159,0,0,0,0,1
2777,30,181,3,49.199999999999996,2,0,1,0,1,1,1
2778,58,75,2,0.0,3,0,0,0,0,1,0
2779,41,95,3,1.2000000000000002,1,240,0,1,0,0,0
2780,36,90,1,33.599999999999994,1,0,0,0,0,1,0
2781,27,20,4,12.0,1,134,0,0,0,1,1
2782,60,64,3,26.400000000000002,3,0,0,0,0,0,0
2783,62,85,2,20.4,3,98,0,0,0,0,0
2784,67,105,4,20.4,2,0,0,0,0,1,0
2785,44,21,1,2.4000000000000004,1,0,0,0,0,1,0
2786,24,78,2,21.6,2,0,0,0,0,0,0
2787,45,158,2,80.03999999999999,1,132,0,0,0,1,1
2788,58,125,1,51.599999999999994,1,219,0,0,0,0,0
2789,61,81,3,21.6,2,0,0,0,0,1,0
2790,54,183,1,97.19999999999999,1,0,0,0,0,1,1
2791,28,54,4,7.199999999999999,2,0,0,0,0,1,0
2792,49,79,4,43.2,3,212,0,0,0,1,0
2793,35,38,1,18.0,2,136,0,0,0,1,0
2794,36,172,4,12.0,2,295,1,0,0,1,0
2795,34,184,3,90.0,1,0,1,0,0,0,0
2796,36,158,2,93.6,1,114,0,0,0,1,1
2797,35,188,1,10.8,3,282,1,0,0,1,0
2798,27,20,4,6.0,3,0,0,0,0,1,0
2799,42,60,4,2.4000000000000004,3,151,0,0,0,0,1
2800,65,113,4,28.799999999999997,3,0,0,0,0,1,0
2801,29,70,4,0.0,1,0,0,0,0,1,1
2802,65,84,2,0.0,3,0,0,0,0,1,1
2803,59,23,2,2.4000000000000004,3,0,0,0,0,1,0
2804,46,141,2,39.599999999999994,1,0,0,1,1,1,1
2805,59,110,3,52.800000000000004,1,264,0,0,0,1,0
2806,52,31,4,21.6,1,0,0,0,0,1,1
2807,60,22,1,15.600000000000001,1,80,0,0,0,0,0
2808,43,91,1,62.400000000000006,1,0,0,1,0,0,0
2809,65,82,4,28.799999999999997,3,252,0,0,0,1,0
2810,50,23,1,3.5999999999999996,1,0,0,0,0,0,0
2811,48,35,1,1.2000000000000002,1,0,0,1,0,1,0
2812,49,114,1,30.0,3,0,1,0,0,1,0
2813,58,18,3,1.2000000000000002,2,0,0,0,0,1,1
2814,24,80,2,19.200000000000003,3,238,0,0,0,0,0
2815,58,74,2,27.599999999999998,3,0,0,0,0,0,1
2816,45,122,4,49.199999999999996,2,0,1,0,0,1,0
2817,42,73,3,27.96,2,0,0,0,0,0,0
2818,64,40,2,13.200000000000001,1,0,0,0,0,1,0
2819,49,55,4,1.2000000000000002,3,0,0,0,0,1,0
2820,55,69,1,32.400000000000006,2,0,0,1,0,0,1
2821,40,92,4,16.799999999999997,2,0,0,0,0,1,0
2822,28,48,4,25.200000000000003,3,0,0,0,0,1,1
2823,57,113,4,7.199999999999999,3,327,1,0,0,1,0
2824,50,58,1,15.600000000000001,2,0,0,0,0,1,0
2825,40,109,2,26.400000000000002,1,0,0,0,0,1,0
2826,55,39,3,12.0,2,0,0,0,0,1,1
2827,53,33,3,22.799999999999997,2,144,0,0,0,0,0
2828,48,18,4,2.4000000000000004,1,0,0,0,0,1,1
2829,59,63,1,19.200000000000003,1,0,0,0,0,1,1
2830,58,43,1,33.599999999999994,2,0,0,0,0,1,0
2831,38,70,4,24.0,3,0,0,0,0,1,0
2832,49,19,1,10.8,3,0,0,0,0,0,0
2833,60,39,4,15.600000000000001,2,140,0,0,0,1,0
2834,54,81,3,9.600000000000001,1,0,0,0,0,0,0
2835,28,34,4,15.600000000000001,3,0,0,0,0,0,0
2836,27,140,1,70.80000000000001,2,175,1,1,1,1,0
2837,42,114,1,3.5999999999999996,1,0,0,0,0,0,0
2838,52,55,2,38.400000000000006,3,151,0,0,0,0,0
2839,54,21,1,1.2000000000000002,2,76,0,0,0,1,0
2840,56,50,4,33.599999999999994,2,0,0,1,0,1,0
2841,58,41,3,18.0,1,0,0,0,0,1,1
2842,56,190,3,26.400000000000002,1,0,1,0,1,1,0
2843,64,8,2,3.5999999999999996,3,0,0,0,0,1,0
2844,35,55,2,20.04,2,0,0,0,0,1,0
2845,45,40,2,15.600000000000001,1,0,0,0,0,0,1
2846,57,22,3,1.2000000000000002,2,0,0,0,0,1,0
2847,35,44,2,20.04,2,0,0,1,0,0,1
2848,46,102,3,54.0,3,0,1,0,0,1,0
2849,30,54,4,21.6,3,235,0,0,0,1,0
2850,44,130,4,38.400000000000006,2,0,1,0,0,0,0
2851,39,75,3,27.96,2,0,0,0,0,1,1
2852,42,42,2,20.4,1,0,0,0,0,1,0
2853,34,133,1,45.599999999999994,1,0,0,0,0,1,0
2854,46,40,1,14.399999999999999,2,0,0,0,0,1,0
2855,55,34,3,18.0,1,101,0,0,0,1,0
2856,28,142,1,9.600000000000001,1,0,0,0,0,1,0
2857,35,64,3,27.599999999999998,1,0,0,0,1,1,1
2858,60,44,2,19.200000000000003,3,170,0,0,0,1,0
2859,50,95,1,3.5999999999999996,1,262,0,0,0,1,0
2860,52,49,1,16.799999999999997,3,0,0,0,0,1,0
2861,51,12,2,2.4000000000000004,1,0,0,0,0,0,0
2862,51,98,1,15.600000000000001,3,0,0,0,0,1,1
2863,59,42,4,4.800000000000001,1,0,0,0,0,1,0
2864,53,44,2,7.199999999999999,3,0,0,0,0,1,1
2865,43,124,1,62.400000000000006,1,0,0,0,0,0,0
2866,31,175,2,80.4,1,0,0,0,0,1,0
2867,32,22,4,3.5999999999999996,1,0,0,0,0,0,0
2868,41,78,4,32.04,1,99,0,0,0,1,0
2869,31,54,2,12.0,2,109,0,0,0,0,1
2870,41,154,1,84.0,1,0,0,0,0,0,1
2871,47,42,3,32.400000000000006,2,0,0,0,0,1,0
2872,53,80,1,36.0,3,0,0,0,0,1,1
2873,49,81,3,24.0,2,0,0,0,0,1,0
2874,62,89,2,24.0,1,0,0,0,0,1,1
2875,33,61,3,31.200000000000003,2,0,0,0,0,1,0
2876,54,25,4,4.800000000000001,3,0,0,0,0,0,1
2877,27,43,3,1.2000000000000002,2,163,0,0,0,1,0
2878,60,122,1,31.200000000000003,1,352,0,0,0,0,0
2879,56,83,4,19.200000000000003,2,0,0,0,0,0,0
2880,55,79,2,0.0,3,0,0,0,0,0,0
2881,45,30,3,6.0,2,0,0,0,0,1,1
2882,45,151,2,39.599999999999994,1,328,0,0,0,0,0
